,ScripCode,TradingSymbol,Description,InstrumentType
2010,25818,PRANIK-SM,PRANIK LOGISTICS LIMITED,0
2011,23116,PRATHAM-ST,PRATHAM EPC PROJECTS LTD,0
2012,1216,PRAXIS-BE,PRAXIS HOME RETAIL LTD,0
2013,12603,PRECAM-EQ,PRECISION CAMSHAFTS LTD.,0
2014,7963,PRECISION-ST,PRECISION METALIKS LTD,0
2015,5884,PRECOT-BE,PRECOT LIMITED,0
2016,2717,PRECWIRE-EQ,PRECISION WIRES INDIA LTD,0
2017,17397,PREMEXPLN-EQ,PREMIER EXPLOSIVES LTD,0
2018,6248,PREMIER-BE,PREMIER LIMITED,0
2019,25049,PREMIERENE-EQ,PREMIER ENERGIES LIMITED,0
2020,10401,PREMIERPOL-BE,PREMIER POLYFILMS LTD,0
2021,25898,PREMIUM-SM,PREMIUM PLAST LIMITED,0
2022,20506,PRESSTONIC-ST,PRESSTONIC ENGINEERING L,0
2023,20302,PRESTIGE-EQ,PRESTIGE ESTATE LTD,0
2024,19631,PRICOLLTD-EQ,PRICOL LIMITED,0
2025,11864,PRIMESECU-EQ,PRIME SECURITIES LIMITED,0
2026,16045,PRINCEPIPE-EQ,PRINCE PIPES FITTINGS LTD,0
2027,8304,PRITI-EQ,PRITI INTERNATIONAL LTD,0
2028,12986,PRITIKA-ST,PRITIKA ENG COMPO LTD,0
2029,5292,PRITIKAUTO-EQ,PRITIKA AUTO INDUS LTD,0
2030,8825,PRIVISCL-EQ,PRIVI SPECIALITY CHE LTD,0
2031,24511,PRIZOR-ST,PRIZOR VIZTECH LIMITED,0
2032,23764,PRLIND-SM,PREMIER ROADLINES LIMITED,0
2033,19352,PROLIFE-SM,PROLIFE INDUSTRIES LTD,0
2034,8735,PROPEQUITY-SM,P. E. ANALYTICS LIMITED,0
2035,16483,PROV-SM,PROVENTUS AGROCOM LIMITED,0
2036,28863,PROZONER-BE,PROZONE REALTY LIMITED,0
2037,2739,PRSMJOHNSN-EQ,PRISM JOHNSON LIMITED,0
2038,9553,PRUDENT-EQ,PRUDENT CORP ADV SER LTD,0
2039,20528,PRUDMOULI-BE,PRUDENTIAL SUGAR CORPORAT,0
2040,21001,PSB-EQ,PUNJAB & SIND BANK,0
2041,25431,PSFL-SM,PARAMOUNT SPECIALI FORG L,0
2042,20877,PSPPROJECT-EQ,PSP PROJECTS LIMITED,0
2043,15061,PSUBANK-EQ,KOTAK PSU BANK,0
2044,17616,PSUBANKADD-EQ,DSPAMC - DSPPSBKETF,0
2045,15032,PSUBNKBEES-EQ,NIP IND ETF PSU BANK BEES,0
2046,14584,PSUBNKIETF-EQ,ICICIPRAMC - PSUBANKICI,0
2047,11355,PTC-EQ,PTC INDIA LIMITED,0
2048,16682,PTCIL-EQ,PTC INDUSTRIES LIMITED,0
2049,14101,PTL-EQ,PTL ENTERPRISES LTD,0
2050,508,PULZ-ST,PULZ ELECTRONICS LIMITED,0
2051,4344,PUNJABCHEM-EQ,PUNJAB CHEM & CROP PROT L,0
2052,28028,PURPLEUTED-SM,PURPLE UNITED SALES LTD,0
2053,14922,PURVA-EQ,PURAVANKARA LIMITED,0
2054,22938,PURVFLEXI-SM,PURV FLEXIPACK LIMITED,0
2055,4010,PVP-EQ,PVP VENTURES LIMITED,0
2056,13147,PVRINOX-EQ,PVR INOX LIMITED,0
2057,23142,PVSL-EQ,POPULAR VEHICLES N SER L,0
2058,11386,PVTBANIETF-EQ,ICICIPRAMC - ICICIBANKP,0
2059,17576,PVTBANKADD-EQ,DSPAMC - DSPPVBKETF,0
2060,18250,PYRAMID-EQ,PYRAMID TECHNOPLAST LTD,0
2061,14613,QFIL-SM,QUALITY FOILS (INDIA) LTD,0
2062,15330,QGOLDHALF-EQ,QUANTUM GOLD FUND,0
2063,11467,QMSMEDI-SM,QMS MEDICAL ALLIED S LTD,0
2064,16819,QNIFTY-EQ,QUANTUM NIFTY 50 ETF,0
2065,29087,QUADFUTURE-EQ,QUADRANT FUTURE TEK LTD,0
2066,5870,QUADPRO-SM,QUADPRO ITES LIMITED,0
2067,17808,QUAL30IETF-EQ,ICICIPRAMC - ICICIQTY30,0
2068,17704,QUESS-EQ,QUESS CORP LIMITED,0
2069,23796,QUESTLAB-ST,QUEST LABORATORIES LTD,0
2070,13116,QUICKHEAL-EQ,QUICK HEAL TECH LTD,0
2071,15294,QUICKTOUCH-ST,QUICKTOUCH TECHNOLOGIES L,0
2072,24960,QVCEL-ST,QVC EXPORTS LIMITED,0
2073,15391,RACE-EQ,RACE ECO CHAIN LIMITED,0
2074,27171,RACLGEAR-EQ,RACL GEARTECH LIMITED,0
2075,11268,RADAAN-BE,RADAAN MEDIAWORKS (I) LTD,0
2076,10343,RADHIKAJWE-EQ,RADHIKA JEWELTECH LIMITED,0
2077,13580,RADIANTCMS-EQ,RADIANT CASH MGMT SER LTD,0
2078,10990,RADICO-EQ,RADICO KHAITAN LTD,0
2079,19877,RADIOCITY-EQ,MUSIC BROADCAST LIMITED,0
2080,23442,RADIOWALLA-SM,RADIOWALLA NETWORK LTD,0
2081,2431,RAILTEL-EQ,RAILTEL CORP OF IND LTD,0
2082,15337,RAIN-EQ,RAIN INDUSTRIES LIMITED,0
2083,9408,RAINBOW-EQ,RAINBOW CHILDRENS MED LTD,0
2084,7401,RAJESHEXPO-EQ,RAJESH EXPORTS LTD,0
2085,24707,RAJINDLTD-SM,RAJPUTANA INDUSTRIES LTD,0
2086,2168,RAJMET-EQ,RAJNANDINI METAL LIMITED,0
2087,27269,RAJPUTANA-SM,RAJPUTANA BIODIESEL LTD,0
2088,18962,RAJRATAN-EQ,RAJRATAN GLOBAL WIRE LTD,0
2089,8428,RAJRILTD-BE,RAJ RAYON INDUSTRIES LTD,0
2090,2809,RAJSREESUG-EQ,RAJSHREE SUGAR & CHEMICAL,0
2091,14407,RAJTV-BE,RAJ TV NETWORK LTD,0
2092,2816,RALLIS-EQ,RALLIS INDIA LTD,0
2093,13565,RAMANEWS-EQ,SHREE RAMA NEWSPRINT LTD,0
2094,10568,RAMAPHO-EQ,RAMA PHOSPHATES LIMITED,0
2095,10300,RAMASTEEL-EQ,RAMA STEEL TUBES LIMITED,0
2096,2043,RAMCOCEM-EQ,THE RAMCO CEMENTS LIMITED,0
2097,4587,RAMCOIND-EQ,RAMCO INDUSTRIES LIMITED,0
2098,7851,RAMCOSYS-EQ,RAMCO SYSTEMS LTD.,0
2099,20134,RAMKY-EQ,RAMKY INFRA LTD,0
2100,10485,RAMRAT-EQ,RAM RATNA WIRES LIMITED,0
2101,2837,RANASUG-EQ,RANA SUGARS LTD.,0
2102,16751,RANEENGINE-EQ,RANE ENG VALVE LTD,0
2103,2844,RANEHOLDIN-EQ,RANE HOLDINGS LIMITED,0
2104,25619,RAPPID-ST,RAPPID VALVES (INDIA) LTD,0
2105,7177,RATEGAIN-EQ,RATEGAIN TRAVEL TECHN LTD,0
2106,13451,RATNAMANI-EQ,RATNAMANI MET & TUB LTD.,0
2107,18423,RATNAVEER-EQ,RATNAVEER PRECISION ENG L,0
2108,2859,RAYMOND-EQ,RAYMOND LTD,0
2109,25073,RAYMONDLSL-EQ,RAYMOND LIFESTYLE LIMITED,0
2110,1494,RBA-EQ,RESTAURANT BRAND ASIA LTD,0
2111,16745,RBL-EQ,RANE BRAKE LINING LTD,0
2112,18391,RBLBANK-EQ,RBL BANK LIMITED,0
2113,13570,RBMINFRA-SM,RBM INFRACON LIMITED,0
2114,23568,RBS-ST,RAMDEVBABA SOLVENT LTD,0
2115,20874,RBZJEWEL-EQ,RBZ JEWELLERS LIMITED,0
2116,19681,RCDL-SM,RAJGOR CASTOR DERIVATI L,0
2117,2866,RCF-EQ,RASHTRIYA CHEMICALS & FER,0
2118,15355,RECLTD-EQ,REC LIMITED,0
2119,14255,REDINGTON-EQ,REDINGTON LIMITED,0
2120,17859,REDTAPE-EQ,REDTAPE LIMITED,0
2121,17768,REFEX-BE,REFEX INDUSTRIES LIMITED,0
2122,23721,REFRACTORY-ST,REFRACTORY SHAPES LIMITED,0
2123,9051,REGENCERAM-BE,REGENCYCERAMICS-LTD,0
2124,24225,RELAXO-EQ,RELAXO FOOT LTD.,0
2125,9652,RELCHEMQ-EQ,RELIANCE CHEMOTEX IND LTD,0
2126,24378,RELIABLE-EQ,RELIABLE DATA SERVICE LTD,0
2127,2885,RELIANCE-EQ,RELIANCE INDUSTRIES LTD,0
2128,15068,RELIGARE-EQ,RELIGARE ENTER. LTD.,0
2129,553,RELINFRA-EQ,RELIANCE INFRASTRUCTU LTD,0
2130,24596,RELTD-EQ,RAVINDRA ENERGY LIMITED,0
2131,3965,REMSONSIND-EQ,REMSONS INDUSTRIES LTD,0
2132,16154,REMUS-SM,REMUS PHARMACEUTICALS L,0
2133,12026,RENUKA-EQ,SHREE RENUKA SUGARS LTD,0
2134,29598,REPCOHOME-EQ,REPCO HOME FINANCE LTD,0
2135,1486,REPL-BE,RUDRABHISHEK ENTERP LTD,0
2136,13126,REPRO-EQ,REPRO INDIA LIMITED,0
2137,20323,RESPONIND-EQ,RESPONSIVE INDUSTRIES LTD,0
2138,24145,RETAIL-EQ,JHS SVENDGAARD RETAIL V L,0
2139,5309,REXPIPES-SM,REX PIPES AND CABLES LTD,0
2140,15129,RGL-EQ,RENAISSANCE GLOBAL LTD,0
2141,21737,RHFL-BE,RELIANCE HOME FINANCE LTD,0
2142,31163,RHIM-EQ,RHI MAGNESITA INDIA LTD,0
2143,15162,RHL-BE,ROBUST HOTELS LIMITED,0
2144,8208,RICHA-SM,RICHA INFO SYSTEMS LTD,0
2145,2909,RICOAUTO-EQ,RICO AUTO INDUSTRIES LTD,0
2146,2912,RIIL-EQ,RELIANCE INDUSTRIAL INFRA,0
2147,9854,RILINFRA-SM,RACHANA INFRA LTD,0
2148,18417,RISHABH-EQ,RISHABH INSTRUMENTS LTD,0
2149,8944,RITCO-EQ,RITCO LOGISTICS LIMITED,0
2150,3761,RITES-EQ,RITES LIMITED,0
2151,11910,RITEZONE-SM,RITE ZONE CHEMCON IND LTD,0
2152,20950,RKDL-EQ,RAVI KUMAR DIST. LTD.,0
2153,1547,RKEC-EQ,RKEC PROJECTS LIMITED,0
2154,11411,RKFORGE-EQ,RAMKRISHNA FORGINGS LTD,0
2155,23043,RKSWAMY-EQ,R K SWAMY LIMITED,0
2156,21817,RMDRIP-ST,R M DRIP & SPRINK SYS LTD,0
2157,11975,RML-EQ,RANE (MADRAS) LIMITED,0
2158,24592,RNFI-ST,RNFI SERVICES LIMITED,0
2159,20289,ROCKINGDCE-SM,ROCKINGDEALS CIRCU ECO L,0
2160,13182,ROHLTD-EQ,ROYAL ORCHID HOTELS LTD,0
2161,5279,ROLEXRINGS-EQ,ROLEX RINGS LIMITED,0
2162,19108,ROLLT-BE,ROLLATAINERS LIMITED,0
2163,359,ROML-EQ,RAJ OIL MILLS LIMITED,0
2164,19410,ROSSARI-EQ,ROSSARI BIOTECH LIMITED,0
2165,28917,ROSSELLIND-BE,ROSSELL INDIA LIMITED,0
2166,27353,ROSSTECH-EQ,ROSSELL TECHSYS LIMITED,0
2167,9049,ROTO-EQ,ROTO PUMPS LIMITED,0
2168,128,ROUTE-EQ,ROUTE MOBILE LIMITED,0
2169,20167,ROXHITECH-SM,ROX HI TECH LIMITED,0
2170,24735,RPEL-EQ,RAGHAV PRODUCTIVITY ENH L,0
2171,16725,RPGLIFE-EQ,RPG LIFE SCIENCES LTD,0
2172,15259,RPOWER-EQ,RELIANCE POWER LTD.,0
2173,20764,RPPINFRA-BE,R.P.P INFRA PROJECTS LTD.,0
2174,6913,RPPL-EQ,RAJSHREE POLYPACK LTD,0
2175,8119,RPSGVENT-EQ,RPSG VENTURES LIMITED,0
2176,22670,RPTECH-EQ,RASHI PERIPHERALS LIMITED,0
2177,18566,RRKABEL-EQ,R R KABEL LIMITED,0
2178,8426,RSSOFTWARE-BE,R. S. SOFTWARE (INDIA) LI,0
2179,2794,RSWM-EQ,RSWM LIMITED,0
2180,13414,RSYSTEMS-EQ,R SYS INTERNATIONAL LTD,0
2181,27297,RTNINDIA-EQ,RATTANINDIA ENT LIMITED,0
2182,17520,RTNPOWER-EQ,RATTANINDIA POWER LIMITED,0
2183,24730,RUBFILA-EQ,RUBFILA INTERNATIONAL LTD,0
2184,2939,RUBYMILLS-EQ,THE RUBY MILLS LTD,0
2185,4566,RUCHINFRA-EQ,RUCHI INFRASTRUCTURE LTD,0
2186,13821,RUCHIRA-EQ,RUCHIRA PAPERS LIMITED,0
2187,23833,RULKA-ST,RULKA ELECTRICALS LIMITED,0
2188,25724,RUPA-EQ,RUPA & COMPANY LTD,0
2189,24595,RUSHIL-EQ,RUSHIL DECOR LIMITED,0
2190,12219,RUSTOMJEE-EQ,KEYSTONE REALTORS LIMITED,0
2191,1572,RVHL-BE,RAVINDER HEIGHTS LIMITED,0
2192,9552,RVNL-EQ,RAIL VIKAS NIGAM LIMITED,0
2193,25159,RVTH-BE,REVATHI EQUIPMENT INDIA L,0
2194,2951,S&SPOWER-EQ,S&S POWER SWITCHGEARS LTD,0
2195,19093,SAAKSHI-SM,SAAKSHI MEDTEC N PANELS L,0
2196,10985,SABAR-ST,SABAR FLEX INDIA LIMITED,0
2197,18501,SABEVENTS-BE,SAB EVENTS & GOVERNANCE,0
2198,23367,SABTNL-BE,SRI ADHIKARI BRO TELE N L,0
2199,13236,SADBHAV-EQ,SADBHAV ENGINEERING LTD,0
2200,10618,SADBHIN-EQ,SADBHAV INFRA PROJ LTD.,0
2201,22897,SADHAV-SM,SADHAV SHIPPING LIMITED,0
2202,15343,SADHNANIQ-EQ,SADHANA NITROCHEM LIMITED,0
2203,13035,SAFARI-EQ,SAFARI IND (INDIA) LTD,0
2204,8175,SAGARDEEP-EQ,SAGARDEEP ALLOYS LIMITED,0
2205,14068,SAGCEM-EQ,SAGAR CEMENTS LIMITED,0
2206,27054,SAGILITY-BE,SAGILITY INDIA LIMITED,0
2207,13690,SAH-BE,SAH POLYMERS LIMITED,0
2208,18354,SAHAJ-SM,SAHAJ FASHIONS LIMITED,0
2209,24478,SAHAJSOLAR-SM,SAHAJ SOLAR LIMITED,0
2210,16715,SAHANA-ST,SAHANA SYSTEM LIMITED,0
2211,25668,SAHASRA-SM,SAHASRA ELECTRONIC SOLU L,0
2212,14900,SAHYADRI-EQ,SAHYADRI INDUSTRIES LTD,0
2213,21096,SAIFL-SM,SAMEERA AGRO AND INFRA L,0
2214,2963,SAIL-EQ,STEEL AUTHORITY OF INDIA,0
2215,27839,SAILIFE-EQ,SAI LIFE SCIENCES LIMITED,0
2216,25715,SAJHOTELS-ST,SAJ HOTELS LIMITED,0
2217,9539,SAKAR-EQ,SAKAR HEALTHCARE LIMITED,0
2218,2969,SAKHTISUG-EQ,SAKTHI SUGARS LTD,0
2219,11794,SAKSOFT-EQ,SAKSOFT LIMITED,0
2220,13255,SAKUMA-BE,SAKUMA EXPORTS LIMITED,0
2221,21362,SALASAR-EQ,SALASAR TECHNO ENGG. LTD.,0
2222,17351,SALONA-EQ,SALONA COTSPIN LTD.,0
2223,11634,SALSTEEL-EQ,S.A.L. STEEL LTD.,0
2224,11399,SALZERELEC-EQ,SALZER ELECTRONICS LTD,0
2225,9829,SAMBHAAV-BE,SAMBHAAV MEDIA LTD,0
2226,18614,SAMHI-EQ,SAMHI HOTELS LIMITED,0
2227,30125,SAMMAANCAP-EQ,SAMMAAN CAPITAL LIMITED,0
2228,27307,SAMPANN-BE,SAMPANN UTPADAN INDIA LTD,0
2229,28805,SANATHAN-EQ,SANATHAN TEXTILES LIMITED,0
2230,14630,SANCO-BZ,SANCO INDUSTRIES LIMITED,0
2231,2988,SANDESH-EQ,SANDESH LTD,0
2232,2397,SANDHAR-EQ,SANDHAR TECHNOLOGIES LTD,0
2233,18359,SANDUMA-EQ,SANDUR MANG & IRON ORES L,0
2234,4184,SANGAMIND-EQ,SANGAM (INDIA) LTD,0
2235,18038,SANGANI-ST,SANGANI HOSPITALS LIMITED,0
2236,2997,SANGHIIND-EQ,SANGHI INDUSTRIES LTD,0
2237,14058,SANGHVIMOV-EQ,SANGHVI MOVERS LTD,0
2238,11032,SANGINITA-EQ,SANGINITA CHEMICALS LTD,0
2239,1442,SANOFI-EQ,SANOFI INDIA LIMITED,0
2240,25222,SANOFICONR-EQ,SANOFI CONS HEALTHC IND L,0
2241,5751,SANSERA-EQ,SANSERA ENGINEERING LTD,0
2242,24582,SANSTAR-EQ,SANSTAR LIMITED,0
2243,46,SANWARIA-BZ,SANWARIA CONSUMER LIMITED,0
2244,6718,SAPPHIRE-EQ,SAPPHIRE FOODS INDIA LTD,0
2245,17758,SARDAEN-EQ,SARDA ENERGY & MIN LTD,0
2246,4892,SAREGAMA-EQ,SAREGAMA INDIA LIMITED,0
2247,14047,SARLAPOLY-BE,SARLA PERF. FIBERS LTD,0
2248,18506,SAROJA-SM,SAROJA PHARMA INDUS IND L,0
2249,19863,SARTELE-SM,SAR TELEVENTURE LIMITED,0
2250,12913,SARVESHWAR-EQ,SARVESHWAR FOODS LIMITED,0
2251,11983,SASKEN-EQ,SASKEN TECHNOLOGIES LTD,0
2252,20063,SASTASUNDR-EQ,SASTASUNDAR VENTURES LTD,0
2253,24677,SATECH-ST,S A TECH SOFTWARE INDIA L,0
2254,11045,SATIA-EQ,SATIA INDUSTRIES LIMITED,0
2255,10453,SATIN-EQ,SATIN CREDIT NET LTD,0
2256,12015,SATINDLTD-EQ,SAT INDUSTRIES LIMITED,0
2257,24504,SATIPOLY-SM,SATI POLY PLAST LIMITED,0
2258,29154,SATKARTAR-ST,SAT KARTAR SHOPPING LTD,0
2259,3018,SAURASHCEM-EQ,SAURASHTRA CEMENT LIMITED,0
2260,6792,SBC-EQ,SBC EXPORTS LIMITED,0
2261,4656,SBCL-EQ,SHIVALIK BIMETAL CON. LTD,0
2262,18026,SBFC-EQ,SBFC FINANCE LIMITED,0
2263,14139,SBGLP-EQ,SURATWWALA BUS GROUP LTD,0
2264,17971,SBICARD-EQ,SBI CARDS & PAY SER LTD,0
2265,5168,SBIETFCON-EQ,SBIAMC - SBIETFCON,0
2266,740,SBIETFIT-EQ,SBIAMC - SBIETFIT,0
2267,722,SBIETFPB-EQ,SBIAMC - SBIETFPB,0
2268,7218,SBIETFQLTY-EQ,SBIAMC - SBIETFQLTY,0
2269,21808,SBILIFE-EQ,SBI LIFE INSURANCE CO LTD,0
2270,3045,SBIN-EQ,STATE BANK OF INDIA,0
2271,24524,SBINEQWETF-EQ,SBIAMC - SBINEQWETF,0
2272,24366,SBISILVER-EQ,SBIAMC - SBISILVER,0
2273,1011,SCHAEFFLER-EQ,SCHAEFFLER INDIA LIMITED,0
2274,20698,SCHAND-EQ,S CHAND AND COMPANY LTD,0
2275,31234,SCHNEIDER-EQ,SCHNEIDER ELECTRIC INFRA,0
2276,3048,SCI-EQ,SHIPPING CORP OF INDIA LT,0
2277,23127,SCILAL-EQ,SHIPPING CORP OF ILA LTD,0
2278,19469,SCML-SM,SHARP CHUCKS N MACHINES L,0
2279,12072,SCPL-EQ,SHEETAL COOL PRODUCTS LTD,0
2280,1338,SDBL-EQ,SOM DIST & BREW LTD,0
2281,3022,SDL26BEES-EQ,RELCAPAMC-NETFSDL26,0
2282,25528,SDREAMS-SM,S D RETAIL LIMITED,0
2283,2616,SEAMECLTD-EQ,SEAMEC LIMITED,0
2284,13032,SECL-ST,SALASAR EXTERIOR CONT LTD,0
2285,19496,SECMARK-EQ,SECMARK CONSULTANCY LTD,0
2286,11058,SECURKLOUD-EQ,SECUREKLOUD TECH LIMITED,0
2287,21321,SEITINVIT-IV,SUSTAINABLE ENERGY INFRA,0
2288,7094,SEJALLTD-BE,SEJAL GLASS LIMITED,0
2289,18267,SEL-ST,SUNGARNER ENERGIES LTD,0
2290,13598,SELAN-EQ,SELAN EXPLO. TECH LTD,0
2291,6262,SELMC-EQ,SEL MANUFACTURING CO LTD,0
2292,11964,SEMAC-BE,SEMAC CONSULTANTS LIMITED,0
2293,17271,SENCO-EQ,SENCO GOLD LIMITED,0
2294,28888,SENORES-EQ,SENORES PHARMACEUTICALS L,0
2295,17613,SENSEXADD-EQ,DSPAMC - DSPSENXETF,0
2296,19224,SENSEXETF-EQ,MIRAEAMC - SENSEXETF,0
2297,4378,SENSEXIETF-EQ,ICICI PRUD SENSEX ETF,0
2298,15308,SEPC-EQ,SEPC LIMITED,0
2299,14296,SEQUENT-EQ,SEQUENT SCIENTIFIC LTD.,0
2300,17399,SERVICE-SM,SERVICE CARE LIMITED,0
2301,5507,SERVOTECH-EQ,SERVOTECH REN POW SYS LTD,0
2302,3066,SESHAPAPER-EQ,SESHASAYEE PAPER & BOARDS,0
2303,17518,SETCO-BE,SETCO AUTOMOTIVE LTD,0
2304,17395,SETF10GILT-EQ,SBIAMC - SETF10GILT,0
2305,17272,SETFGOLD-EQ,SBI-ETF GOLD,0
2306,10176,SETFNIF50-EQ,SBI-ETF NIFTY 50,0
2307,7361,SETFNIFBK-EQ,SBI-ETF NIFTY BANK,0
2308,7353,SETFNN50-EQ,SBI-ETF NIFTY NEXT 50,0
2309,18024,SETUINFRA-BZ,SETUBANDHAN INFRA LTD,0
2310,19184,SFL-EQ,SHEELA FOAM LIMITED,0
2311,28069,SFML-SM,SUPREME FACILITY MGMT LTD,0
2312,5116,SGIL-BE,SYNERGY GREEN IND. LTD,0
2313,13367,SGL-EQ,STL GLOBAL LIMITED,0
2314,29075,SGLTL-EQ,STANDARD GLASS LIN TECH L,0
2315,20296,SHAH-EQ,SHAH METACORP LIMITED,0
2316,11859,SHAHALLOYS-BE,SHAH ALLOYS LIMITED,0
2317,8732,SHAILY-BE,SHAILY ENG PLASTICS LTD,0
2318,10684,SHAIVAL-ST,SHAIVAL REALITY LIMITED,0
2319,25578,SHAKTIPUMP-BE,SHAKTI PUMPS (I) LTD,0
2320,714,SHALBY-EQ,SHALBY LIMITED,0
2321,15342,SHALPAINTS-EQ,SHALIM PAINTS LTD,0
2322,20321,SHANKARA-EQ,SHANKARA BLDG PRODUCT LTD,0
2323,19755,SHANTHALA-ST,SHANTHALA FMCG PRODUCTS L,0
2324,5650,SHANTI-EQ,SHANTI OVERSEAS INDIA LTD,0
2325,3078,SHANTIGEAR-EQ,SHANTHI GEARS LTD,0
2326,4992,SHARDACROP-EQ,SHARDA CROPCHEM LTD.,0
2327,10530,SHARDAMOTR-EQ,SHARDA MOTOR INDS LTD,0
2328,104,SHAREINDIA-EQ,SHARE IND. SECURITIES LTD,0
2329,17044,SHARIABEES-EQ,NIP IND ETF SHARIAH BEES,0
2330,20415,SHEETAL-SM,SHEETAL UNIVERSAL LIMITED,0
2331,21099,SHEKHAWATI-BE,SHEKHAWATI INDUSTRIES LTD,0
2332,5068,SHEMAROO-EQ,SHEMAROO ENTER. LTD.,0
2333,14172,SHERA-SM,SHERA ENERGY LIMITED,0
2334,8394,SHIGAN-SM,SHIGAN QUANTUM TECH LTD,0
2335,17752,SHILPAMED-EQ,SHILPA MEDICARE LTD,0
2336,7016,SHIVALIK-EQ,SHIVALIK RASAYAN LIMITED,0
2337,13756,SHIVAMAUTO-EQ,SHIVAM AUTO.LTD,0
2338,1497,SHIVAMILLS-EQ,SHIVA MILLS LIMITED,0
2339,804,SHIVATEX-EQ,SHIVA TEXYARN LIMITED,0
2340,13471,SHIVAUM-ST,SHIV AUM STEELS LIMITED,0
2341,11212,SHK-EQ,S H KELKAR AND CO. LTD.,0
2342,11813,SHOPERSTOP-EQ,SHOPPERS STOP LIMITED,0
2343,716,SHRADHA-BE,SHRADHA INFRAPROJECTS LTD,0
2344,3099,SHREDIGCEM-EQ,SHREE DIGVIJAY CEM CO LTD,0
2345,3103,SHREECEM-EQ,SHREE CEMENT LIMITED,0
2346,23077,SHREEKARNI-ST,SHREE KARNI FABCOM LTD,0
2347,20603,SHREEOSFM-SM,SHREE OSFM E-MOBILITY LTD,0
2348,10588,SHREEPUSHK-EQ,SHRE PUSH CHEM & FERT LTD,0
2349,7634,SHREERAMA-BE,SHREE RAMA MULTI TECH LTD,0
2350,5718,SHREMINVIT-IV,SHREM INVIT,0
2351,11149,SHRENIK-EQ,SHRENIK LIMITED,0
2352,3126,SHREYANIND-EQ,SHREYANS INDUSTRIES LTD,0
2353,17186,SHRIPISTON-EQ,SHRIRAM PIST. & RING LTD,0
2354,4306,SHRIRAMFIN-EQ,SHRIRAM FINANCE LIMITED,0
2355,7200,SHRIRAMPPS-EQ,SHRIRAM PROPERTIES LTD,0
2356,17684,SHRITECH-SM,SHRI TECHTEX LIMITED,0
2357,6460,SHUBHLAXMI-ST,SHUBHLAXMI JEWEL ART LTD,0
2358,25243,SHUBHSHREE-ST,SHUBHSHREE BIOFUELS ENE L,0
2359,10188,SHYAMCENT-EQ,SHYAM CENTURY FERROUS LTD,0
2360,4693,SHYAMMETL-EQ,SHYAM METALICS AND ENGY L,0
2361,13741,SHYAMTEL-BE,SHYAM TELECOM LIMITED,0
2362,19440,SICALLOG-BE,SICAL LOGISTICS LIMITED,0
2363,3153,SIDDHIKA-ST,SIDDHIKA COATINGS LIMITED,0
2364,3150,SIEMENS-EQ,SIEMENS LTD,0
2365,6663,SIGACHI-EQ,SIGACHI INDUSTRIES LTD,0
2366,4522,SIGIND-EQ,SIGNET INDUSTRIES LIMITED,0
2367,16658,SIGMA-EQ,SIGMA SOLVE LIMITED,0
2368,18743,SIGNATURE-EQ,SIGNATUREGLOBAL INDIA LTD,0
2369,23150,SIGNORIA-ST,SIGNORIA CREATION LIMITED,0
2370,22658,SIGNPOST-BE,SIGNPOST INDIA LIMITED,0
2371,6218,SIKKO-EQ,SIKKO INDUSTRIES LIMITED,0
2372,11297,SIL-EQ,STANDARD INDUSTRIES LTD.,0
2373,2492,SILGO-EQ,SILGO RETAIL LIMITED,0
2374,9328,SILINV-BE,SIL INVESTMENTS LIMITED,0
2375,23736,SILKFLEX-SM,SILKFLEX POLYMERS INDIA L,0
2376,19097,SILLYMONKS-EQ,SILLY MONKS ENTERTAIN LTD,0
2377,8003,SILVER-EQ,BIRLASLAMC - SILVER,0
2378,13082,SILVER1-EQ,KOTAKMAMC - KOTAKSILVE,0
2379,10761,SILVERADD-EQ,DSPAMC - DSPSILVETF,0
2380,8080,SILVERBEES-EQ,NIPPONAMC - NETFSILVER,0
2381,15085,SILVERETF-EQ,UTIAMC - SILVERETF,0
2382,7942,SILVERIETF-EQ,ICICIPRAMC - ICICISILVE,0
2383,9422,SILVERTUC-EQ,SILVER TOUCH TECHNO LTD,0
2384,16777,SILVRETF-EQ,MIRAEAMC - MASILVER,0
2385,14616,SIMBHALS-BE,SIMBHAOLI SUGARS LTD.,0
2386,9331,SIMPLEXINF-BE,SIMPLEX INFRASTRUCTURES L,0
2387,23480,SINCLAIR-EQ,SINCLAIRS HOTELS LIMITED,0
2388,16859,SINDHUTRAD-EQ,SINDHU TRADE LINKS LTD,0
2389,381,SINTERCOM-EQ,SINTERCOM INDIA LIMITED,0
2390,11050,SIRCA-EQ,SIRCA PAINT INDIA LIMITED,0
2391,21501,SIS-EQ,SIS LIMITED,0
2392,29210,SITINET-BZ,SITI NETWORKS LIMITED,0
2393,14096,SIYSIL-EQ,SIYARAM SILK MILLS LTD,0
2394,20542,SJLOGISTIC-SM,S J LOGISTICS (INDIA) LTD,0
2395,6643,SJS-EQ,SJS ENTERPRISES LIMITED,0
2396,18883,SJVN-EQ,SJVN LTD,0
2397,3186,SKFINDIA-EQ,SKF INDIA LTD,0
2398,9428,SKIPPER-EQ,SKIPPER LIMITED,0
2399,4732,SKMEGGPROD-EQ,SKM EGG PROD EXPORT(I) LT,0
2400,10325,SKP-SM,SKP BEARING INDUSTRI. LTD,0
